
===== SHEET: gl_get_glider_data_slocum__2023  (18441x9) =====
DEPLOYMENT	GLIDER PARAMETER	AVAILABLE DATA	JSON FILE	EGO PARAMETER	EGO SENSOR	EGO SENSOR_MAKER	EGO SENSOR_MODEL	EGO SENSOR_SERIAL_NO 
ammonite_20070118	xs_heading	0						
ammonite_20070118	xs_lat	1						
ammonite_20070118	xs_lon	1						
ammonite_20070118	xs_pitch	0						
ammonite_20070118	xs_pressure_drift	0						
ammonite_20070118	xs_roll	0						
ammonite_20070118	xs_speed	0						
ammonite_20070118	xs_speed_error	0						
ammonite_20070118	xs_vehicle_temp	1						
ammonite_20070118	xs_vert_speed	0						
ammonite_20070118	xs_vx_lmc	0						
ammonite_20070118	xs_vy_lmc	0						
ammonite_20070118	xs_water_depth	1						
ammonite_20070118	xs_water_temp	0						
ammonite_20070118	xs_wax_frac_frozen	0						
ammonite_20070118	xs_wax_temp	1						
ammonite_20070118	xs_x_lmc	0						
ammonite_20070118	xs_x_lmc_error	0						
ammonite_20070118	xs_y_lmc	0						
ammonite_20070118	xs_y_lmc_error	0						
ammonite_20070118	none	-1	ammonite_20070118_CTD_9999.json	PSAL	CTD_CNDC	SBE	SBE	9999
ammonite_20080125	c_wpt_lat	1						
ammonite_20080125	c_wpt_lon	1						
ammonite_20080125	m_battery_inst	1						
ammonite_20080125	m_battpos	1						
ammonite_20080125	m_de_oil_vol	1						
ammonite_20080125	m_depth	1						
ammonite_20080125	m_gps_lat	1						
ammonite_20080125	m_gps_lon	1						
ammonite_20080125	m_lat	1						
ammonite_20080125	m_leakdetect_voltage	1						
ammonite_20080125	m_lon	1						
ammonite_20080125	m_pitch	1						
ammonite_20080125	m_present_secs_into_mission	1						
ammonite_20080125	m_present_time	1						
ammonite_20080125	m_water_cond	1	ammonite_20080125_CTD_9999.json	CNDC	CTD_CNDC	SBE	SBE	9999
ammonite_20080125	m_water_pressure	1	ammonite_20080125_CTD_9999.json	PRES	CTD_PRES	SBE	SBE	9999
ammonite_20080125	m_water_temp	1	ammonite_20080125_CTD_9999.json	TEMP	CTD_TEMP	SBE	SBE	9999
ammonite_20080125	m_water_vx	1						
ammonite_20080125	m_water_vy	1						
ammonite_20080125	none	-1	ammonite_20080125_CTD_9999.json	PSAL	CTD_CNDC	SBE	SBE	9999
bellamite_20070118	c_acoustic_modem_target_id	0						
bellamite_20070118	c_air_pump	1						
bellamite_20070118	c_alt_recall	1						
bellamite_20070118	c_alt_time	1						
bellamite_20070118	c_argos_on	1						
bellamite_20070118	c_att_recall	1						
bellamite_20070118	c_att_time	1						
bellamite_20070118	c_auvb_num_fields_to_send	1						
bellamite_20070118	c_auvb_on	1						
bellamite_20070118	c_badd_clear_remote_data	0						
bellamite_20070118	c_badd_datacol_status_secs	1						
bellamite_20070118	c_badd_input_parse_secs	1						
bellamite_20070118	c_badd_mode	0						
bellamite_20070118	c_badd_on	1						
bellamite_20070118	c_badd_range_secs	1						
bellamite_20070118	c_badd_target_id	0						
bellamite_20070118	c_ballast_pumped	1						
bellamite_20070118	c_bam_chars_to_get_before_surfacing	1						
bellamite_20070118	c_bam_cmd_parse_secs	1						
bellamite_20070118	c_bam_datacol_report_secs	1						
bellamite_20070118	c_bam_inactivity_secs	1						
bellamite_20070118	c_bam_mode	0						
bellamite_20070118	c_bam_number_of_echos	1						
bellamite_20070118	c_bam_on	1						
bellamite_20070118	c_bam_target_id	1						
bellamite_20070118	c_bam_update_secs	1						
bellamite_20070118	c_battpos	1						
bellamite_20070118	c_battroll	0						
bellamite_20070118	c_bb2c_num_fields_to_send	1						
bellamite_20070118	c_bb2c_on	1						
bellamite_20070118	c_bb2f_num_fields_to_send	1						
bellamite_20070118	c_bb2f_on	1						
bellamite_20070118	c_bb2fls_num_fields_to_send	1						
bellamite_20070118	c_bb2fls_on	1						
bellamite_20070118	c_bb2flsv2_num_fields_to_send	1						
bellamite_20070118	c_bb2flsv2_on	1						
bellamite_20070118	c_bb2lss_num_fields_to_send	1						
bellamite_20070118	c_bb2lss_on	1						
bellamite_20070118	c_bb3slo_num_fields_to_send	1						
bellamite_20070118	c_bb3slo_on	1						
bellamite_20070118	c_bb3slov2_num_fields_to_send	1						
bellamite_20070118	c_bb3slov2_on	1						
bellamite_20070118	c_bb3slov3_num_fields_to_send	1						
bellamite_20070118	c_bb3slov3_on	1						
bellamite_20070118	c_bbfl2s_num_fields_to_send	1						
bellamite_20070118	c_bbfl2s_on	1						
bellamite_20070118	c_console_on	1						
bellamite_20070118	c_console_to_science	1						
bellamite_20070118	c_ctd41cp_num_fields_to_send	1						
bellamite_20070118	c_de_oil_vol	1						
bellamite_20070118	c_de_oil_vol_measuring_delay	1						
bellamite_20070118	c_de_oil_vol_recall	1						
bellamite_20070118	c_de_oil_vol_time	1						
bellamite_20070118	c_de_pump	1						
bellamite_20070118	c_de_recall	1						
bellamite_20070118	c_de_updown	1						
bellamite_20070118	c_depth	1						
bellamite_20070118	c_fin	1						
bellamite_20070118	c_fl3slo_num_fields_to_send	1						
bellamite_20070118	c_fl3slo_on	1						
bellamite_20070118	c_fl3slov2_num_fields_to_send	1						
bellamite_20070118	c_fl3slov2_on	1						
bellamite_20070118	c_flntu_num_fields_to_send	1						
bellamite_20070118	c_flntu_on	1						
bellamite_20070118	c_goto_list_reread_mafile	1						
bellamite_20070118	c_gps_on	1						
bellamite_20070118	c_heading	1						
bellamite_20070118	c_heap_measurement_period	1						
bellamite_20070118	c_hs2_on	1						
bellamite_20070118	c_hydrophone_drive_num	1						
bellamite_20070118	c_hydrophone_duration	1						
bellamite_20070118	c_hydrophone_gain	1						
bellamite_20070118	c_hydrophone_num_channels	1						
bellamite_20070118	c_hydrophone_on	1						
bellamite_20070118	c_hydrophone_post_delay	1						
bellamite_20070118	c_hydrophone_post_pings	1						
bellamite_20070118	c_hydrophone_pre_delay	1						
bellamite_20070118	c_hydrophone_pre_pings	1						
bellamite_20070118	c_hydrophone_sample_rate	1						
bellamite_20070118	c_iridium_atok_timeout	1						
bellamite_20070118	c_iridium_await_connect_max	1						
bellamite_20070118	c_iridium_cmd_echo	1						
bellamite_20070118	c_iridium_lead_zeros	1						
bellamite_20070118	c_iridium_no_char_timeout	1						
bellamite_20070118	c_iridium_on	1						
bellamite_20070118	c_iridium_phone_num	1						
bellamite_20070118	c_iridium_power_on_delay	1						
bellamite_20070118	c_iridium_redial_delay	1						
bellamite_20070118	c_iridium_redials_per_on_off	1						
bellamite_20070118	c_iridium_register	1						
bellamite_20070118	c_iridium_time_til_callback	1						
bellamite_20070118	c_leakdetect_recall	1						
bellamite_20070118	c_leakdetect_time	1						
bellamite_20070118	c_motebb_on	1						
bellamite_20070118	c_neutral_oil_vol_deadband	1						
bellamite_20070118	c_ocr504i_num_fields_to_send	1						
bellamite_20070118	c_ocr504i_on	1						
bellamite_20070118	c_ocr504r_num_fields_to_send	1						
bellamite_20070118	c_ocr504r_on	1						
bellamite_20070118	c_ocr507i_num_fields_to_send	1						
bellamite_20070118	c_ocr507i_on	1						
bellamite_20070118	c_ocr507r_num_fields_to_send	1						
bellamite_20070118	c_ocr507r_on	1						
bellamite_20070118	c_oxy3835_num_fields_to_send	1						
bellamite_20070118	c_oxy3835_on	1						
bellamite_20070118	c_oxy3835_wphase_num_fields_to_send	1						
bellamite_20070118	c_oxy3835_wphase_on	1						
bellamite_20070118	c_pinger_on	1						
bellamite_20070118	c_pitch	1						
bellamite_20070118	c_pressure_recall	1						
bellamite_20070118	c_pressure_time	1						
bellamite_20070118	c_profile_on	1						
bellamite_20070118	c_profile_recall	1						
bellamite_20070118	c_roll	0						
bellamite_20070118	c_sam_num_fields_to_send	1						
bellamite_20070118	c_sam_on	1						
bellamite_20070118	c_science_all_on	1						
bellamite_20070118	c_science_all_on_enabled	1						
bellamite_20070118	c_science_on	1						
bellamite_20070118	c_science_printout	1						
bellamite_20070118	c_science_stress_on	0						
bellamite_20070118	c_speed	1						
bellamite_20070118	c_thermal_acc_pres_recall	1						
bellamite_20070118	c_thermal_acc_pres_time	1						
bellamite_20070118	c_thermal_pump	0						
bellamite_20070118	c_thermal_updown	0						
bellamite_20070118	c_thermal_valve	1						
bellamite_20070118	c_viper_collect_timeout	1						
bellamite_20070118	c_viper_detection_done_timeout	1						
bellamite_20070118	c_viper_gain	1						
bellamite_20070118	c_viper_max_errors	1						
bellamite_20070118	c_viper_max_sample_starts	1						
bellamite_20070118	c_viper_on	1						
bellamite_20070118	c_viper_reset_timeout	1						
bellamite_20070118	c_viper_start_sampling_timeout	1						
bellamite_20070118	c_viper_turn_off_timeout	1						
bellamite_20070118	c_viper_turn_on_timeout	1						
bellamite_20070118	c_weight_drop	0						
bellamite_20070118	c_whfctd_num_fields_to_send	1						
bellamite_20070118	c_whfctd_on	1						
bellamite_20070118	c_whgpbm_num_fields_to_send	1						
bellamite_20070118	c_whgpbm_on	0						
bellamite_20070118	c_whpar_num_fields_to_send	1						
bellamite_20070118	c_whpar_on	1						
bellamite_20070118	c_wpt_lat	1						
bellamite_20070118	c_wpt_lon	1						
bellamite_20070118	c_wpt_x_lmc	1						
bellamite_20070118	c_wpt_y_lmc	1						
bellamite_20070118	c_yo_reread_mafile	1						
bellamite_20070118	cc_bpump_mode	1						
bellamite_20070118	cc_bpump_value	1						
bellamite_20070118	cc_de_eng_mode	1						
bellamite_20070118	cc_depth_state_mode	1						
bellamite_20070118	cc_final_bpump_mode	1						
bellamite_20070118	cc_final_bpump_value	1						
bellamite_20070118	cc_final_de_eng_mode	1						
bellamite_20070118	cc_final_depth_state_mode	1						
bellamite_20070118	cc_final_heading_mode	1						
bellamite_20070118	cc_final_heading_value	0						
bellamite_20070118	cc_final_inflection_mode	1						
bellamite_20070118	cc_final_is_comatose	0						
bellamite_20070118	cc_final_mission_status_mode	1						
bellamite_20070118	cc_final_pitch_mode	1						
bellamite_20070118	cc_final_pitch_value	1						
bellamite_20070118	cc_final_threng_mode	1						
bellamite_20070118	cc_heading_mode	1						
bellamite_20070118	cc_heading_value	0						
bellamite_20070118	cc_inflection_mode	1						
bellamite_20070118	cc_is_comatose	0						
bellamite_20070118	cc_mission_status_mode	1						
bellamite_20070118	cc_pitch_mode	1						
bellamite_20070118	cc_pitch_value	1						
bellamite_20070118	cc_threng_mode	1						
bellamite_20070118	dc_c_ballast_pumped	0						
bellamite_20070118	dc_c_battpos	1						
bellamite_20070118	dc_c_battroll	0						
bellamite_20070118	dc_c_de_updown	1						
bellamite_20070118	dc_c_oil_volume	1						
bellamite_20070118	dc_c_thermal_updown	0						
bellamite_20070118	dhs_channel	0						
bellamite_20070118	dhs_duration	0						
bellamite_20070118	dhs_gain	0						
bellamite_20070118	dhs_sampling	0						
bellamite_20070118	dhs_silence_lvl	0						
bellamite_20070118	dhs_start_time	0						
bellamite_20070118	dhs_valid	0						
bellamite_20070118	dhs_xmit_files	0						
bellamite_20070118	f_altimeter_model	1						
bellamite_20070118	f_argos_format	1						
bellamite_20070118	f_auto_picozoom_heap_reqd	1						
bellamite_20070118	f_ballast_pumped_cal_b	1						
bellamite_20070118	f_ballast_pumped_cal_m	1						
bellamite_20070118	f_ballast_pumped_db_frac_dz	1						
bellamite_20070118	f_ballast_pumped_deadz_width	1						
bellamite_20070118	f_ballast_pumped_nominal_vel	1						
bellamite_20070118	f_ballast_pumped_reqd_vel_frac	1						
bellamite_20070118	f_ballast_pumped_safety_max	1						
bellamite_20070118	f_ballast_pumped_stall_retry	1						
bellamite_20070118	f_battpos_cal_b	1						
bellamite_20070118	f_battpos_cal_m	1						
bellamite_20070118	f_battpos_db_frac_dz	1						
bellamite_20070118	f_battpos_deadzone_width	1						
bellamite_20070118	f_battpos_nominal_vel	1						
bellamite_20070118	f_battpos_reqd_vel_frac	1						
bellamite_20070118	f_battpos_safety_max	1						
bellamite_20070118	f_battroll_cal_b	1						
bellamite_20070118	f_battroll_cal_m	1						
bellamite_20070118	f_battroll_db_frac_dz	1						
bellamite_20070118	f_battroll_deadzone_width	1						
bellamite_20070118	f_battroll_nominal_vel	1						
bellamite_20070118	f_battroll_offset	0						
bellamite_20070118	f_battroll_reqd_vel_frac	0						
bellamite_20070118	f_battroll_safety_max	1						
bellamite_20070118	f_crush_depth	1						
bellamite_20070118	f_de_ascent_oil_vol_drift	0						
bellamite_20070118	f_de_descent_oil_vol_drift	1						
bellamite_20070118	f_de_max_secs_for_updown_to_finish	1						
bellamite_20070118	f_de_oil_vol_db_frac_dz	1						
bellamite_20070118	f_de_oil_vol_deadz_width	1						
bellamite_20070118	f_de_oil_vol_in_system	1						
bellamite_20070118	f_de_oil_vol_pot_voltage_max	1						
bellamite_20070118	f_de_oil_vol_pot_voltage_min	1						
bellamite_20070118	f_de_oil_vol_safety_max	1						
bellamite_20070118	f_de_target_oil_drift_b	1						
bellamite_20070118	f_de_target_oil_drift_m	1						
bellamite_20070118	f_digifin_busy_timeout_secs	1						
bellamite_20070118	f_enable_picozoom	1						
bellamite_20070118	f_fin_cal_b	1						
bellamite_20070118	f_fin_cal_m	1						
bellamite_20070118	f_fin_db_frac_dz	1						
bellamite_20070118	f_fin_deadzone_width	1						
bellamite_20070118	f_fin_nominal_vel	1						
bellamite_20070118	f_fin_offset	0						
bellamite_20070118	f_fin_reqd_vel_frac	1						
bellamite_20070118	f_fin_safety_max	1						
bellamite_20070118	f_ignore_console_cd_time	1						
bellamite_20070118	f_leakdetect_threshold	1						
bellamite_20070118	f_max_time_per_device_ctrl	1						
bellamite_20070118	f_max_working_depth	1						
bellamite_20070118	f_motor_analyze_deadband	1						
bellamite_20070118	f_neutral_ballast	0						
bellamite_20070118	f_neutral_oil_volume	0						
bellamite_20070118	f_noise_floor	1						
bellamite_20070118	f_nominal_dive_rate	1						
bellamite_20070118	f_nominal_pitch	1						
bellamite_20070118	f_ocean_pressure_full_scale	1						
bellamite_20070118	f_ocean_pressure_max	1						
bellamite_20070118	f_ocean_pressure_min	1						
bellamite_20070118	f_pitch_battpos_cal_b	1						
bellamite_20070118	f_pitch_battpos_cal_m	1						
bellamite_20070118	f_sci_max_input_process_time	1						
bellamite_20070118	f_sci_max_sensors_per_call	1						
bellamite_20070118	f_tcm3_cal_points	1						
bellamite_20070118	f_thermal_acc_pres_full_scale	1						
bellamite_20070118	f_thermal_acc_pres_max	1						
bellamite_20070118	f_thermal_acc_pres_min	1						
bellamite_20070118	f_thermal_acc_vol_cal_p0	1						
bellamite_20070118	f_thermal_acc_vol_cal_v0	1						
bellamite_20070118	f_thermal_valve_time_over_slot	1						
bellamite_20070118	f_time_to_burn_wire	1						
bellamite_20070118	m_1meg_persistor	0						
bellamite_20070118	m_aground_water_depth	1						
bellamite_20070118	m_air_fill	1						
bellamite_20070118	m_air_pump	1						
bellamite_20070118	m_altimeter_status	1						
bellamite_20070118	m_altimeter_voltage	1						
bellamite_20070118	m_altitude	0						
bellamite_20070118	m_appear_to_be_at_surface	1						
bellamite_20070118	m_argos_is_xmitting	1						
bellamite_20070118	m_argos_on	1						
bellamite_20070118	m_argos_sent_data	1						
bellamite_20070118	m_at_risk_depth	1						
bellamite_20070118	m_avg_speed	1						
bellamite_20070118	m_avg_system_clock_lags_gps	1						
bellamite_20070118	m_avg_yo_time	1						
bellamite_20070118	m_ballast_pumped	0						
bellamite_20070118	m_ballast_pumped_energy	0						
bellamite_20070118	m_ballast_pumped_vel	0						
bellamite_20070118	m_battery	1						
bellamite_20070118	m_battery_inst	1						
bellamite_20070118	m_battpos	1						
bellamite_20070118	m_battpos_vel	1						
bellamite_20070118	m_battroll	0						
bellamite_20070118	m_battroll_vel	0						
bellamite_20070118	m_certainly_at_surface	1						
bellamite_20070118	m_chars_tossed_by_abend	1						
bellamite_20070118	m_chars_tossed_with_cd_off	1						
bellamite_20070118	m_chars_tossed_with_power_off	1						
bellamite_20070118	m_console_cd	1						
bellamite_20070118	m_console_on	1						
bellamite_20070118	m_console_to_science	0						
bellamite_20070118	m_cop_tickle	1						
bellamite_20070118	m_cycle_number	1						
bellamite_20070118	m_de_oil_vol	1						
bellamite_20070118	m_de_oil_vol_pot_voltage	1						
bellamite_20070118	m_de_pump	1						
bellamite_20070118	m_de_recall	1						
bellamite_20070118	m_de_updown	1						
bellamite_20070118	m_depth	1						
bellamite_20070118	m_depth_rate	1						
bellamite_20070118	m_depth_rejected	1						
bellamite_20070118	m_depth_state	1						
bellamite_20070118	m_device_drivers_called_abnormally	1						
bellamite_20070118	m_device_error	1						
bellamite_20070118	m_device_oddity	1						
bellamite_20070118	m_device_warning	1						
bellamite_20070118	m_digifin_error	1						
bellamite_20070118	m_digifin_error_max	1						
bellamite_20070118	m_digifin_error_min	1						
bellamite_20070118	m_digifin_motorstep_counter	0						
bellamite_20070118	m_digifin_motorstep_counter_delta	0						
bellamite_20070118	m_digifin_phases_attempted	0						
bellamite_20070118	m_digifin_phases_failed	0						
bellamite_20070118	m_digifin_status	0						
bellamite_20070118	m_disk_free	1						
bellamite_20070118	m_disk_usage	1						
bellamite_20070118	m_dist_to_wpt	1						
bellamite_20070118	m_dr_fix_time	1						
bellamite_20070118	m_dr_postfix_time	1						
bellamite_20070118	m_dr_surf_x_lmc	1						
bellamite_20070118	m_dr_surf_y_lmc	1						
bellamite_20070118	m_dr_time	1						
bellamite_20070118	m_dr_x_actual_err	1						
bellamite_20070118	m_dr_x_ini_err	1						
bellamite_20070118	m_dr_x_postfix_drift	1						
bellamite_20070118	m_dr_x_ta_postfix_drift	1						
bellamite_20070118	m_dr_y_actual_err	1						
bellamite_20070118	m_dr_y_ini_err	1						
bellamite_20070118	m_dr_y_postfix_drift	1						
bellamite_20070118	m_dr_y_ta_postfix_drift	1						
bellamite_20070118	m_fin	1						
bellamite_20070118	m_fin_vel	1						
bellamite_20070118	m_final_water_vx	1						
bellamite_20070118	m_final_water_vy	1						
bellamite_20070118	m_free_heap	1						
bellamite_20070118	m_gps_dist_from_dr	1						
bellamite_20070118	m_gps_fix_x_lmc	1						
bellamite_20070118	m_gps_fix_y_lmc	1						
bellamite_20070118	m_gps_full_status	1						
bellamite_20070118	m_gps_heading	1						
bellamite_20070118	m_gps_ignored_lat	1						
bellamite_20070118	m_gps_ignored_lon	1						
bellamite_20070118	m_gps_invalid_lat	1						
bellamite_20070118	m_gps_invalid_lon	1						
bellamite_20070118	m_gps_lat	1						
bellamite_20070118	m_gps_lon	1						
bellamite_20070118	m_gps_mag_var	1						
bellamite_20070118	m_gps_on	1						
bellamite_20070118	m_gps_postfix_x_lmc	1						
bellamite_20070118	m_gps_postfix_y_lmc	1						
bellamite_20070118	m_gps_speed	1						
bellamite_20070118	m_gps_status	1						
bellamite_20070118	m_gps_toofar_lat	1						
bellamite_20070118	m_gps_toofar_lon	1						
bellamite_20070118	m_gps_utc_day	1						
bellamite_20070118	m_gps_utc_hour	1						
bellamite_20070118	m_gps_utc_minute	1						
bellamite_20070118	m_gps_utc_month	1						
bellamite_20070118	m_gps_utc_second	1						
bellamite_20070118	m_gps_utc_year	1						
bellamite_20070118	m_gps_x_lmc	1						
bellamite_20070118	m_gps_y_lmc	1						
bellamite_20070118	m_hdg_error	1						
bellamite_20070118	m_hdg_ierror	1						
bellamite_20070118	m_hdg_rate	1						
bellamite_20070118	m_heading	1						
bellamite_20070118	m_initial_water_vx	1						
bellamite_20070118	m_initial_water_vy	1						
bellamite_20070118	m_iridium_call_num	1						
bellamite_20070118	m_iridium_connected	1						
bellamite_20070118	m_iridium_console_on	1						
bellamite_20070118	m_iridium_dialed_num	1						
bellamite_20070118	m_iridium_on	1						
bellamite_20070118	m_iridium_redials	1						
bellamite_20070118	m_iridium_status	1						
bellamite_20070118	m_iridium_waiting_redial_delay	1						
bellamite_20070118	m_iridium_waiting_registration	1						
bellamite_20070118	m_is_ballast_pump_moving	0						
bellamite_20070118	m_is_battpos_moving	1						
bellamite_20070118	m_is_battroll_moving	0						
bellamite_20070118	m_is_de_engine_moving	1						
bellamite_20070118	m_is_fin_moving	1						
bellamite_20070118	m_is_speed_estimated	1						
bellamite_20070118	m_is_thermal_valve_moving	1						
bellamite_20070118	m_last_yo_time	1						
bellamite_20070118	m_lat	1						
bellamite_20070118	m_leak	0						
bellamite_20070118	m_leakdetect_voltage	1						
bellamite_20070118	m_lon	1						
bellamite_20070118	m_min_free_heap	1						
bellamite_20070118	m_min_spare_heap	1						
bellamite_20070118	m_mission_avg_speed_climbing	1						
bellamite_20070118	m_mission_avg_speed_diving	1						
bellamite_20070118	m_num_half_yos_in_segment	1						
bellamite_20070118	m_pitch	1						
bellamite_20070118	m_pitch_error	1						
bellamite_20070118	m_present_secs_into_mission	1						
bellamite_20070118	m_present_time	1						
bellamite_20070118	m_pressure	1						
bellamite_20070118	m_pressure_voltage	1						
bellamite_20070118	m_raw_altitude	1						
bellamite_20070118	m_raw_altitude_rejected	1						
bellamite_20070118	m_roll	1						
bellamite_20070118	m_science_clothesline_lag	0						
bellamite_20070118	m_science_on	0						
bellamite_20070118	m_science_sent_some_data	0						
bellamite_20070118	m_secs_since_de_substate_change	1						
bellamite_20070118	m_spare_heap	1						
bellamite_20070118	m_speed	1						
bellamite_20070118	m_stable_comms	1						
bellamite_20070118	m_surface_est_cmd	1						
bellamite_20070118	m_surface_est_ctd	1						
bellamite_20070118	m_surface_est_fw	1						
bellamite_20070118	m_surface_est_gps	1						
bellamite_20070118	m_surface_est_irid	1						
bellamite_20070118	m_surface_est_total	1						
bellamite_20070118	m_system_clock_lags_gps	1						
bellamite_20070118	m_tcm3_is_calibrated	0						
bellamite_20070118	m_tcm3_magbearth	1						
bellamite_20070118	m_tcm3_poll_time	0						
bellamite_20070118	m_tcm3_recv_start_time	0						
bellamite_20070118	m_tcm3_recv_stop_time	0						
bellamite_20070118	m_tcm3_stddeverr	1						
bellamite_20070118	m_tcm3_xcoverage	1						
bellamite_20070118	m_tcm3_ycoverage	1						
bellamite_20070118	m_tcm3_zcoverage	1						
bellamite_20070118	m_thermal_acc_pres	0						
bellamite_20070118	m_thermal_acc_pres_voltage	0						
bellamite_20070118	m_thermal_acc_vol	0						
bellamite_20070118	m_thermal_enuf_acc_vol	0						
bellamite_20070118	m_thermal_pump	0						
bellamite_20070118	m_thermal_updown	1						
bellamite_20070118	m_thermal_valve	1						
bellamite_20070118	m_tot_ballast_pumped_energy	0						
bellamite_20070118	m_tot_horz_dist	1						
bellamite_20070118	m_tot_num_inflections	1						
bellamite_20070118	m_tot_on_time	1						
bellamite_20070118	m_vacuum	1						
bellamite_20070118	m_vehicle_temp	1						
bellamite_20070118	m_vmg_to_wpt	1						
bellamite_20070118	m_vx_lmc	1						
bellamite_20070118	m_vy_lmc	1						
bellamite_20070118	m_water_cond	1	bellamite_20070118_CTD_9999.json	CNDC	CTD_CNDC	SBE	SBE	9999
bellamite_20070118	m_water_delta_vx	1						
bellamite_20070118	m_water_delta_vy	1						
bellamite_20070118	m_water_depth	1						
bellamite_20070118	m_water_pressure	1	bellamite_20070118_CTD_9999.json	PRES	CTD_PRES	SBE	SBE	9999
bellamite_20070118	m_water_temp	1	bellamite_20070118_CTD_9999.json	TEMP	CTD_TEMP	SBE	SBE	9999
bellamite_20070118	m_water_vx	1						
bellamite_20070118	m_water_vy	1						
bellamite_20070118	m_why_started	1						
bellamite_20070118	m_x_lmc	1						
bellamite_20070118	m_y_lmc	1						
bellamite_20070118	s_corrupted_altitude	0						
bellamite_20070118	s_corrupted_bpump_overheated	0						
bellamite_20070118	s_corrupted_bpump_stalled	0						
bellamite_20070118	s_corrupted_gps	0						
bellamite_20070118	s_corrupted_gps_error	0						
bellamite_20070118	s_corrupted_memory_leak	0						
bellamite_20070118	s_corrupted_oil_volume	0						
bellamite_20070118	s_corrupted_pitch_stalled	0						
bellamite_20070118	s_corrupted_pressure_drift	0						
bellamite_20070118	s_corrupted_pressure_spike	0						
bellamite_20070118	s_corrupted_watchdog_oddity	0						
bellamite_20070118	s_de_oil_pot_volt_flux	1						
bellamite_20070118	s_hardware_cop_jumper	0						
bellamite_20070118	s_hardware_ver	1						
bellamite_20070118	s_ini_lat	1						
bellamite_20070118	s_ini_lon	1						
bellamite_20070118	s_mag_var	1						
bellamite_20070118	s_ocean_pressure_min	1						
bellamite_20070118	s_vehicle_temp_tc	1						
bellamite_20070118	s_water_cond	1						
bellamite_20070118	s_water_depth_avg	1						
bellamite_20070118	s_water_depth_delta	0						
bellamite_20070118	s_water_depth_wavelength	1						
bellamite_20070118	s_water_direction	1						
bellamite_20070118	s_water_speed	1						
bellamite_20070118	s_water_temp_bottom	1						
bellamite_20070118	s_water_temp_depth_infb	1						
bellamite_20070118	s_water_temp_depth_inft	1						
bellamite_20070118	s_water_temp_surface	1						
bellamite_20070118	s_wax_freeze_temp	1						
bellamite_20070118	s_wind_direction	0						
bellamite_20070118	s_wind_speed	1						
bellamite_20070118	sci_auvb_is_installed	0						
bellamite_20070118	sci_auvb_ref	0						
bellamite_20070118	sci_auvb_sig	0						
bellamite_20070118	sci_auvb_therm	0						
bellamite_20070118	sci_badd_error	0						
bellamite_20070118	sci_badd_finished	0						
bellamite_20070118	sci_badd_is_installed	0						
bellamite_20070118	sci_badd_n_tries_to_connect	0						
bellamite_20070118	sci_badd_power_on	0						
bellamite_20070118	sci_badd_remote_stored_bytes	0						
bellamite_20070118	sci_badd_retrieved_bytes	0						
bellamite_20070118	sci_badd_target_range	0						
bellamite_20070118	sci_bam_is_installed	0						
bellamite_20070118	sci_bam_rcvd_chars_since_last_report	0						
bellamite_20070118	sci_bam_rcvd_chars_since_last_surfacing	0						
bellamite_20070118	sci_bam_science_on	0						
bellamite_20070118	sci_bb2c_beta532	0						
bellamite_20070118	sci_bb2c_beta532_eng_units	0						
bellamite_20070118	sci_bb2c_beta660	0						
bellamite_20070118	sci_bb2c_beta660_eng_units	0						
bellamite_20070118	sci_bb2c_cdom	0						
bellamite_20070118	sci_bb2c_is_installed	0						
bellamite_20070118	sci_bb2c_ref1	0						
bellamite_20070118	sci_bb2c_ref2	0						
bellamite_20070118	sci_bb2c_ref3	0						
bellamite_20070118	sci_bb2c_temp	0						
bellamite_20070118	sci_bb2f_b470	0						
bellamite_20070118	sci_bb2f_b470_ref	0						
bellamite_20070118	sci_bb2f_b700	0						
bellamite_20070118	sci_bb2f_b700_ref	0						
bellamite_20070118	sci_bb2f_counter	0						
bellamite_20070118	sci_bb2f_fluor	0						
bellamite_20070118	sci_bb2f_is_installed	0						
bellamite_20070118	sci_bb2f_therm	0						
bellamite_20070118	sci_bb2fls_b660_ref	0						
bellamite_20070118	sci_bb2fls_b660_scaled	0						
bellamite_20070118	sci_bb2fls_b660_sig	0						
bellamite_20070118	sci_bb2fls_b880_ref	0						
bellamite_20070118	sci_bb2fls_b880_scaled	0						
bellamite_20070118	sci_bb2fls_b880_sig	0						
bellamite_20070118	sci_bb2fls_cdom_ref	0						
bellamite_20070118	sci_bb2fls_cdom_scaled	0						
bellamite_20070118	sci_bb2fls_cdom_sig	0						
bellamite_20070118	sci_bb2fls_is_installed	0						
bellamite_20070118	sci_bb2fls_therm	0						
bellamite_20070118	sci_bb2flsv2_b470_ref	0						
bellamite_20070118	sci_bb2flsv2_b470_scaled	0						
bellamite_20070118	sci_bb2flsv2_b470_sig	0						
bellamite_20070118	sci_bb2flsv2_b532_ref	0						
bellamite_20070118	sci_bb2flsv2_b532_scaled	0						
bellamite_20070118	sci_bb2flsv2_b532_sig	0						
bellamite_20070118	sci_bb2flsv2_chl_ref	0						
bellamite_20070118	sci_bb2flsv2_chl_scaled	0						
bellamite_20070118	sci_bb2flsv2_chl_sig	0						
bellamite_20070118	sci_bb2flsv2_is_installed	0						
bellamite_20070118	sci_bb2flsv2_therm	0						
bellamite_20070118	sci_bb2lss_beta880	0						
