FSI	Falmouth Scientific Instruments ocean conductivity module	https://vocab.nerc.ac.uk/collection/L22/current/TOOL0455/
ECO_FL	WET Labs {Sea-Bird WETLabs} ECO FL fluorometer	https://vocab.nerc.ac.uk/collection/L22/current/TOOL0172/
ECO_NTU	WET Labs {Sea-Bird WETLabs} ECO NTU turbidity sensor	https://vocab.nerc.ac.uk/collection/L22/current/TOOL0879/
ECO_FLBB	WET Labs {Sea-Bird WETLabs} ECO FLBB scattering fluorescence sensor	https://vocab.nerc.ac.uk/collection/L22/current/TOOL1361/
ECO_FLBB_AP2	WET Labs {Sea-Bird WETLabs} ECO FLBB scattering fluorescence sensor	https://vocab.nerc.ac.uk/collection/L22/current/TOOL1361/
ECO_FLBB_2K	WET Labs {Sea-Bird WETLabs} ECO FLBB scattering fluorescence sensor	https://vocab.nerc.ac.uk/collection/L22/current/TOOL1361/
ECO_FLNTU	WET Labs {Sea-Bird WETLabs} ECO FLNTU combined fluorometer and turbidity sensor	https://vocab.nerc.ac.uk/collection/L22/current/TOOL0215/
ECO_BB2	WET Labs {Sea-Bird WETLabs} ECO FLBB-RTD scattering and fluorescence sensor	https://vocab.nerc.ac.uk/collection/L22/current/TOOL1496/
ECO_FLBBCD	WET Labs {Sea-Bird WETLabs} ECO FLBBCD scattering fluorescence sensor	https://vocab.nerc.ac.uk/collection/L22/current/TOOL1141/
ECO_FLBBPE	WET Labs {Sea-Bird WETLabs} ECO Puck Triplet FLBBPC scattering fluorescence sensor	https://vocab.nerc.ac.uk/collection/L22/current/TOOL1904/
ECO_FLBB2	WET Labs {Sea-Bird WETLabs} ECO BB2F combined scattering meter and fluorometer	https://vocab.nerc.ac.uk/collection/L22/current/TOOL1747/
ECO_BB3	WET Labs {Sea-Bird WETLabs} ECO Puck Triplet BB3SLO scattering sensor	https://vocab.nerc.ac.uk/collection/L22/current/TOOL1911/
ECO_URRH	TBD	TBD
MCOMS_FLBBCD	WET Labs {Sea-Bird WETLabs} ECO MCOMS FLBBCD scattering and fluorescence sensor	https://vocab.nerc.ac.uk/collection/L22/current/TOOL1977/
MCOMS_FLBB2	WET Labs {Sea-Bird WETLabs} ECO MCOMS FLBB2 scattering and fluorescence sensor	https://vocab.nerc.ac.uk/collection/L22/current/TOOL1976/
CYCLOPS_7_FLUOROMETER	Turner Designs Cyclops-7 chlorophyll fluorometer	https://vocab.nerc.ac.uk/collection/L22/current/TOOL0365/
SEAPOINT_TURBIDITY_METER	Seapoint Turbidity Meter	https://vocab.nerc.ac.uk/collection/L22/current/TOOL0104/
SEAOWL_UV_A	WET Labs {Sea-Bird WETLabs} SeaOWL UV-A Sea Oil-in-Water Locator	https://vocab.nerc.ac.uk/collection/L22/current/TOOL1766/
RAFOS	TBD	TBD
PAL_UW	TBD	TBD
EM	TBD	TBD
FLOATCLOCK	TBD	TBD
AANDERAA_OPTODE_5013	TBD	TBD
AANDERAA_OPTODE_5014	TBD	TBD
AANDERAA_OPTODE_5015	TBD	TBD
RBR_CODA_T_ODO	RBR Coda T.ODO Temperature and Dissolved Oxygen Sensor	https://vocab.nerc.ac.uk/collection/L22/current/TOOL1717/
